Entity,Code,Year,Deaths - Opioid use disorders - Sex: Both - Age: All Ages (Number),Deaths - Cocaine use disorders - Sex: Both - Age: All Ages (Number),Deaths - Other drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Amphetamine use disorders - Sex: Both - Age: All Ages (Number)
Netherlands,NLD,2010,100,7,22,7
Netherlands,NLD,2011,104,7,23,7
Netherlands,NLD,2012,106,7,24,8
Netherlands,NLD,2013,110,8,24,8
Netherlands,NLD,2014,111,8,25,8
Netherlands,NLD,2015,118,9,26,9
Netherlands,NLD,2016,125,9,28,9
Netherlands,NLD,2017,124,9,27,9
Netherlands,NLD,2018,126,9,28,9
Netherlands,NLD,2019,128,9,28,10
New Zealand,NZL,1990,11,0,13,1
New Zealand,NZL,1991,13,0,14,1
New Zealand,NZL,1992,15,0,13,1
New Zealand,NZL,1993,17,0,13,1
New Zealand,NZL,1994,19,0,13,1
New Zealand,NZL,1995,20,0,14,1
New Zealand,NZL,1996,23,0,15,1
New Zealand,NZL,1997,24,0,15,1
New Zealand,NZL,1998,26,0,14,1
New Zealand,NZL,1999,25,0,14,1
New Zealand,NZL,2000,24,0,14,1
New Zealand,NZL,2001,25,0,16,1
New Zealand,NZL,2002,28,0,16,1
New Zealand,NZL,2003,26,0,18,1
New Zealand,NZL,2004,26,0,19,1
New Zealand,NZL,2005,26,0,21,2
New Zealand,NZL,2006,24,0,23,2
New Zealand,NZL,2007,26,0,25,2
New Zealand,NZL,2008,26,0,26,2
New Zealand,NZL,2009,26,0,27,2
New Zealand,NZL,2010,26,0,27,2
New Zealand,NZL,2011,26,0,28,2
New Zealand,NZL,2012,26,0,28,2
New Zealand,NZL,2013,25,1,29,2
New Zealand,NZL,2014,26,1,29,2
New Zealand,NZL,2015,25,1,30,2
New Zealand,NZL,2016,27,1,31,2
New Zealand,NZL,2017,28,1,31,2
New Zealand,NZL,2018,28,1,32,3
New Zealand,NZL,2019,29,1,33,3
Nicaragua,NIC,1990,2,2,1,0
Nicaragua,NIC,1991,2,2,1,0
Nicaragua,NIC,1992,2,2,2,0
Nicaragua,NIC,1993,2,2,2,0
Nicaragua,NIC,1994,2,2,2,0
Nicaragua,NIC,1995,2,2,2,0
Nicaragua,NIC,1996,2,2,2,0
Nicaragua,NIC,1997,2,2,2,0
Nicaragua,NIC,1998,2,3,2,0
Nicaragua,NIC,1999,3,3,2,0
Nicaragua,NIC,2000,2,4,2,0
Nicaragua,NIC,2001,3,4,2,0
Nicaragua,NIC,2002,3,4,2,0
Nicaragua,NIC,2003,3,4,2,1
Nicaragua,NIC,2004,3,4,2,1
Nicaragua,NIC,2005,3,4,2,1
Nicaragua,NIC,2006,2,3,2,0
Nicaragua,NIC,2007,3,3,2,0
Nicaragua,NIC,2008,3,3,2,0
Nicaragua,NIC,2009,3,3,2,0
Nicaragua,NIC,2010,3,3,2,0
Nicaragua,NIC,2011,3,3,2,0
Nicaragua,NIC,2012,3,3,2,1
Nicaragua,NIC,2013,3,3,2,1
Nicaragua,NIC,2014,3,3,3,1
Nicaragua,NIC,2015,3,3,3,1
Nicaragua,NIC,2016,4,4,3,1
Nicaragua,NIC,2017,4,4,3,1
Nicaragua,NIC,2018,4,4,3,1
Nicaragua,NIC,2019,4,4,3,1
Niger,NER,1990,5,0,1,0
Niger,NER,1991,5,0,1,0
Niger,NER,1992,5,0,1,0
Niger,NER,1993,5,0,1,0
Niger,NER,1994,5,0,1,0
Niger,NER,1995,5,0,1,0
Niger,NER,1996,5,0,1,0
Niger,NER,1997,5,0,1,0
Niger,NER,1998,6,0,1,0
Niger,NER,1999,6,0,1,0
Niger,NER,2000,6,0,1,0
Niger,NER,2001,6,0,1,0
Niger,NER,2002,6,0,1,0
Niger,NER,2003,6,0,1,0
Niger,NER,2004,6,0,1,0
Niger,NER,2005,7,0,1,0
Niger,NER,2006,7,0,1,0
Niger,NER,2007,7,0,1,0
Niger,NER,2008,7,0,1,0
Niger,NER,2009,7,0,1,0
Niger,NER,2010,7,0,1,0
Niger,NER,2011,8,0,1,0
Niger,NER,2012,8,0,1,0
Niger,NER,2013,9,0,1,0
Niger,NER,2014,9,0,1,0
Niger,NER,2015,10,0,1,0
Niger,NER,2016,11,0,1,0
Niger,NER,2017,11,0,1,0
Niger,NER,2018,12,0,1,0
Niger,NER,2019,13,0,1,0
Nigeria,NGA,1990,80,1,13,1
Nigeria,NGA,1991,84,1,14,1
Nigeria,NGA,1992,88,1,15,1
Nigeria,NGA,1993,92,1,16,1
Nigeria,NGA,1994,95,1,16,1
Nigeria,NGA,1995,96,1,17,1
Nigeria,NGA,1996,98,1,17,1
Nigeria,NGA,1997,100,1,17,1
Nigeria,NGA,1998,102,1,18,1
Nigeria,NGA,1999,104,1,18,1
Nigeria,NGA,2000,104,1,18,1
Nigeria,NGA,2001,107,1,18,1
Nigeria,NGA,2002,112,1,18,1
Nigeria,NGA,2003,117,1,19,1
Nigeria,NGA,2004,123,1,19,1
Nigeria,NGA,2005,128,2,20,1
Nigeria,NGA,2006,132,2,21,1
Nigeria,NGA,2007,138,2,21,1
Nigeria,NGA,2008,140,2,22,1
Nigeria,NGA,2009,146,2,23,1
Nigeria,NGA,2010,155,2,24,1
Nigeria,NGA,2011,166,2,25,1
Nigeria,NGA,2012,177,2,27,1
Nigeria,NGA,2013,188,3,29,1
Nigeria,NGA,2014,196,3,30,1
Nigeria,NGA,2015,201,3,31,1
Nigeria,NGA,2016,209,3,32,1
Nigeria,NGA,2017,217,3,33,1
Nigeria,NGA,2018,224,3,35,2
Nigeria,NGA,2019,233,3,36,2
Niue,NIU,1990,0,0,0,0
Niue,NIU,1991,0,0,0,0
Niue,NIU,1992,0,0,0,0
Niue,NIU,1993,0,0,0,0
Niue,NIU,1994,0,0,0,0
Niue,NIU,1995,0,0,0,0
Niue,NIU,1996,0,0,0,0
Niue,NIU,1997,0,0,0,0
Niue,NIU,1998,0,0,0,0
Niue,NIU,1999,0,0,0,0
Niue,NIU,2000,0,0,0,0
Niue,NIU,2001,0,0,0,0
Niue,NIU,2002,0,0,0,0
Niue,NIU,2003,0,0,0,0
Niue,NIU,2004,0,0,0,0
Niue,NIU,2005,0,0,0,0
Niue,NIU,2006,0,0,0,0
Niue,NIU,2007,0,0,0,0
Niue,NIU,2008,0,0,0,0
Niue,NIU,2009,0,0,0,0
Niue,NIU,2010,0,0,0,0
Niue,NIU,2011,0,0,0,0
Niue,NIU,2012,0,0,0,0
Niue,NIU,2013,0,0,0,0
Niue,NIU,2014,0,0,0,0
Niue,NIU,2015,0,0,0,0
Niue,NIU,2016,0,0,0,0
Niue,NIU,2017,0,0,0,0
Niue,NIU,2018,0,0,0,0
Niue,NIU,2019,0,0,0,0
Nordic Region,,1990,383,16,89,28
Nordic Region,,1991,417,17,92,31
Nordic Region,,1992,449,17,93,32
Nordic Region,,1993,483,18,97,33
Nordic Region,,1994,517,19,100,35
Nordic Region,,1995,555,20,100,36
Nordic Region,,1996,594,21,105,39
Nordic Region,,1997,636,23,107,40
Nordic Region,,1998,673,23,108,43
Nordic Region,,1999,712,26,115,47
Nordic Region,,2000,749,28,121,52
Nordic Region,,2001,759,30,128,54
Nordic Region,,2002,742,31,132,55
Nordic Region,,2003,728,33,138,57
Nordic Region,,2004,745,36,146,61
Nordic Region,,2005,755,38,150,62
Nordic Region,,2006,767,40,156,64
Nordic Region,,2007,787,43,165,67
Nordic Region,,2008,809,45,173,70
Nordic Region,,2009,822,46,178,71
Nordic Region,,2010,817,46,178,71
Nordic Region,,2011,815,46,180,70
Nordic Region,,2012,812,46,178,68
Nordic Region,,2013,819,47,182,69
Nordic Region,,2014,827,47,183,69
Nordic Region,,2015,835,47,183,70
Nordic Region,,2016,853,48,187,71
Nordic Region,,2017,869,49,191,72
Nordic Region,,2018,889,50,192,74
Nordic Region,,2019,907,51,195,77
North Africa and Middle East,,1990,1526,109,361,69
North Africa and Middle East,,1991,1614,116,384,73
North Africa and Middle East,,1992,1724,124,411,78
North Africa and Middle East,,1993,1850,135,445,84
North Africa and Middle East,,1994,1978,145,478,91
North Africa and Middle East,,1995,2119,157,515,98
North Africa and Middle East,,1996,2286,172,560,106
North Africa and Middle East,,1997,2461,187,605,116
North Africa and Middle East,,1998,2647,204,652,126
North Africa and Middle East,,1999,2845,222,698,136
North Africa and Middle East,,2000,3070,243,758,147
North Africa and Middle East,,2001,3292,265,827,158
North Africa and Middle East,,2002,3505,288,885,170
North Africa and Middle East,,2003,3723,313,946,182
North Africa and Middle East,,2004,3957,342,1015,196
North Africa and Middle East,,2005,4133,366,1076,208
North Africa and Middle East,,2006,4320,394,1138,222
North Africa and Middle East,,2007,4568,426,1215,238
North Africa and Middle East,,2008,4758,455,1274,252
North Africa and Middle East,,2009,4840,473,1304,259
North Africa and Middle East,,2010,4868,487,1321,264
North Africa and Middle East,,2011,4862,496,1331,268
North Africa and Middle East,,2012,4830,498,1333,268
North Africa and Middle East,,2013,4779,497,1326,267
North Africa and Middle East,,2014,4819,506,1351,271
North Africa and Middle East,,2015,4822,510,1374,275
North Africa and Middle East,,2016,4889,522,1414,282
North Africa and Middle East,,2017,4964,537,1467,291
North Africa and Middle East,,2018,5077,556,1530,303
North Africa and Middle East,,2019,5167,573,1586,313
North America,,1990,4705,613,741,247
North America,,1991,5001,663,720,262
North America,,1992,5418,721,724,282
North America,,1993,5997,804,763,317
North America,,1994,6495,888,786,344
North America,,1995,6971,973,822,372
North America,,1996,7509,1067,857,404
North America,,1997,8253,1214,929,458
North America,,1998,9102,1399,1030,524
North America,,1999,10158,1707,1247,644
North America,,2000,11290,1951,1482,758
North America,,2001,12645,2237,1719,886
North America,,2002,14488,2555,1947,1041
North America,,2003,16258,2875,2140,1202
North America,,2004,17814,3143,2245,1325
North America,,2005,19458,3418,2393,1481
North America,,2006,20781,3601,2497,1585
North America,,2007,21680,3642,2558,1627
North America,,2008,22587,3681,2638,1670
North America,,2009,23666,3718,2746,1724
North America,,2010,24886,3767,2808,1766
North America,,2011,26668,3996,2995,1912
North America,,2012,28405,4237,3181,2064
North America,,2013,30779,4593,3435,2268
North America,,2014,33937,5091,3786,2560
North America,,2015,38081,5763,4280,2985
North America,,2016,43060,6634,4934,3568
North America,,2017,45908,7481,5403,4037
North America,,2018,47265,8074,5622,4325
North America,,2019,49204,8648,5809,4583
North Korea,PRK,1990,128,4,55,43
North Korea,PRK,1991,131,4,56,44
North Korea,PRK,1992,133,4,57,45
North Korea,PRK,1993,136,4,58,46
North Korea,PRK,1994,139,4,60,46
North Korea,PRK,1995,141,4,60,47
North Korea,PRK,1996,143,4,61,47
North Korea,PRK,1997,144,4,62,48
North Korea,PRK,1998,145,4,62,48
North Korea,PRK,1999,145,4,62,48
North Korea,PRK,2000,143,4,61,46
North Korea,PRK,2001,139,4,60,45
North Korea,PRK,2002,136,4,60,44
North Korea,PRK,2003,135,4,59,43
North Korea,PRK,2004,134,4,59,43
North Korea,PRK,2005,134,4,60,43
North Korea,PRK,2006,136,4,61,44
North Korea,PRK,2007,138,5,63,45
North Korea,PRK,2008,141,5,65,46
North Korea,PRK,2009,144,5,67,47
North Korea,PRK,2010,147,5,69,49
North Korea,PRK,2011,150,5,71,50
North Korea,PRK,2012,153,5,73,52
North Korea,PRK,2013,155,5,74,53
North Korea,PRK,2014,159,6,77,55
North Korea,PRK,2015,162,6,79,56
North Korea,PRK,2016,166,6,81,58
North Korea,PRK,2017,171,6,83,60
North Korea,PRK,2018,175,6,86,62
North Korea,PRK,2019,179,7,88,64
North Macedonia,MKD,1990,2,0,1,0
North Macedonia,MKD,1991,2,0,1,0
North Macedonia,MKD,1992,2,0,1,0
North Macedonia,MKD,1993,2,0,1,0
North Macedonia,MKD,1994,2,0,1,0
North Macedonia,MKD,1995,2,0,1,0
North Macedonia,MKD,1996,2,0,1,0
North Macedonia,MKD,1997,3,0,1,0
North Macedonia,MKD,1998,4,0,1,0
North Macedonia,MKD,1999,5,0,2,0
North Macedonia,MKD,2000,5,0,2,0
North Macedonia,MKD,2001,6,0,2,1
North Macedonia,MKD,2002,8,0,3,1
North Macedonia,MKD,2003,8,0,3,1
North Macedonia,MKD,2004,9,0,2,1
North Macedonia,MKD,2005,8,0,2,1
North Macedonia,MKD,2006,9,0,2,1
North Macedonia,MKD,2007,11,0,2,1
North Macedonia,MKD,2008,11,0,2,1
North Macedonia,MKD,2009,11,0,2,1
North Macedonia,MKD,2010,11,0,2,0
North Macedonia,MKD,2011,10,0,2,0
North Macedonia,MKD,2012,9,0,2,0
North Macedonia,MKD,2013,10,0,2,0
North Macedonia,MKD,2014,10,0,2,0
North Macedonia,MKD,2015,10,0,2,0
North Macedonia,MKD,2016,10,0,2,0
North Macedonia,MKD,2017,10,0,2,0
North Macedonia,MKD,2018,10,0,2,0
North Macedonia,MKD,2019,10,0,2,0
Northern Ireland,,1990,13,1,6,1
Northern Ireland,,1991,14,1,6,1
Northern Ireland,,1992,14,1,6,1
Northern Ireland,,1993,16,1,6,1
Northern Ireland,,1994,17,1,6,1
Northern Ireland,,1995,18,1,6,1
Northern Ireland,,1996,19,1,6,1
Northern Ireland,,1997,20,1,6,1
Northern Ireland,,1998,22,1,6,1
Northern Ireland,,1999,24,1,6,2
Northern Ireland,,2000,24,1,6,2
Northern Ireland,,2001,24,2,6,2
Northern Ireland,,2002,26,2,6,2
Northern Ireland,,2003,26,2,6,2
Northern Ireland,,2004,27,2,7,2
Northern Ireland,,2005,29,2,7,3
Northern Ireland,,2006,30,3,8,3
Northern Ireland,,2007,32,3,9,4
Northern Ireland,,2008,33,3,9,4
Northern Ireland,,2009,34,3,10,4
Northern Ireland,,2010,35,3,10,4
Northern Ireland,,2011,35,3,10,4
Northern Ireland,,2012,36,3,11,4
Northern Ireland,,2013,36,3,11,4
Northern Ireland,,2014,37,4,11,4
Northern Ireland,,2015,38,4,12,4
Northern Ireland,,2016,38,4,13,5
Northern Ireland,,2017,38,4,13,5
Northern Ireland,,2018,39,4,13,5
Northern Ireland,,2019,40,4,13,5
Northern Mariana Islands,MNP,1990,0,0,0,0
Northern Mariana Islands,MNP,1991,0,0,0,0
Northern Mariana Islands,MNP,1992,0,0,0,0
Northern Mariana Islands,MNP,1993,0,0,0,0
Northern Mariana Islands,MNP,1994,0,0,0,0
Northern Mariana Islands,MNP,1995,0,0,0,0
Northern Mariana Islands,MNP,1996,0,0,0,0
Northern Mariana Islands,MNP,1997,0,0,0,0
Northern Mariana Islands,MNP,1998,0,0,0,0
Northern Mariana Islands,MNP,1999,0,0,0,0
Northern Mariana Islands,MNP,2000,0,0,0,0
Northern Mariana Islands,MNP,2001,0,0,0,0
Northern Mariana Islands,MNP,2002,0,0,0,0
Northern Mariana Islands,MNP,2003,0,0,0,0
Northern Mariana Islands,MNP,2004,0,0,0,0
Northern Mariana Islands,MNP,2005,0,0,0,0
Northern Mariana Islands,MNP,2006,0,0,0,0
Northern Mariana Islands,MNP,2007,0,0,0,0
Northern Mariana Islands,MNP,2008,0,0,0,0
Northern Mariana Islands,MNP,2009,0,0,0,0
Northern Mariana Islands,MNP,2010,0,0,0,0
Northern Mariana Islands,MNP,2011,0,0,0,0
Northern Mariana Islands,MNP,2012,0,0,0,0
Northern Mariana Islands,MNP,2013,0,0,0,0
Northern Mariana Islands,MNP,2014,0,0,0,0
Northern Mariana Islands,MNP,2015,0,0,0,0
Northern Mariana Islands,MNP,2016,0,0,0,0
Northern Mariana Islands,MNP,2017,0,0,0,0
Northern Mariana Islands,MNP,2018,0,0,0,0
Northern Mariana Islands,MNP,2019,0,0,0,0
Norway,NOR,1990,87,1,8,2
Norway,NOR,1991,103,1,8,2
Norway,NOR,1992,119,1,9,2
Norway,NOR,1993,132,1,9,3
Norway,NOR,1994,152,1,10,3
Norway,NOR,1995,170,1,10,4
Norway,NOR,1996,192,2,12,4
Norway,NOR,1997,211,2,14,5
Norway,NOR,1998,240,3,16,6
Norway,NOR,1999,258,4,18,7
Norway,NOR,2000,282,5,23,9
Norway,NOR,2001,292,6,26,11
Norway,NOR,2002,281,7,30,12
Norway,NOR,2003,264,8,35,14
Norway,NOR,2004,264,10,38,15
Norway,NOR,2005,252,10,40,16
Norway,NOR,2006,246,11,40,17
Norway,NOR,2007,237,11,40,16
Norway,NOR,2008,229,11,42,16
Norway,NOR,2009,224,11,42,16
Norway,NOR,2010,217,11,41,16
Norway,NOR,2011,210,11,42,16
Norway,NOR,2012,206,11,40,14
Norway,NOR,2013,201,10,40,15
Norway,NOR,2014,198,10,39,14
Norway,NOR,2015,193,10,37,13
Norway,NOR,2016,190,9,36,12
Norway,NOR,2017,182,9,34,11
Norway,NOR,2018,184,9,34,11
Norway,NOR,2019,185,9,34,11
OECD Countries,,1990,9960,935,1820,490
OECD Countries,,1991,10902,999,1887,527
OECD Countries,,1992,11798,1072,1929,557
OECD Countries,,1993,12736,1171,1994,598
OECD Countries,,1994,13672,1277,2071,640
OECD Countries,,1995,14549,1389,2164,679
OECD Countries,,1996,15364,1507,2258,724
OECD Countries,,1997,16334,1696,2412,799
OECD Countries,,1998,17393,1936,2620,903
OECD Countries,,1999,18635,2280,2919,1053
OECD Countries,,2000,19822,2551,3210,1191
OECD Countries,,2001,20976,2851,3482,1338
OECD Countries,,2002,22547,3171,3740,1507
OECD Countries,,2003,24168,3501,3976,1681
OECD Countries,,2004,25649,3771,4110,1812
OECD Countries,,2005,27332,4060,4316,1984
OECD Countries,,2006,28702,4244,4461,2106
OECD Countries,,2007,29750,4301,4574,2171
OECD Countries,,2008,30823,4349,4698,2232
OECD Countries,,2009,31946,4377,4825,2290
OECD Countries,,2010,33101,4410,4896,2328
OECD Countries,,2011,34848,4632,5116,2477
OECD Countries,,2012,36606,4872,5326,2631
OECD Countries,,2013,39090,5246,5657,2851
OECD Countries,,2014,42403,5760,6089,3159
OECD Countries,,2015,46818,6455,6699,3621
OECD Countries,,2016,51989,7350,7415,4218
OECD Countries,,2017,54961,8219,7939,4707
OECD Countries,,2018,56476,8838,8230,5018
OECD Countries,,2019,58604,9430,8485,5298
Oceania,,1990,14,1,2,0
Oceania,,1991,14,1,2,0
Oceania,,1992,15,1,2,1
Oceania,,1993,15,1,2,1
Oceania,,1994,15,1,2,1
Oceania,,1995,16,1,2,1
Oceania,,1996,17,1,2,1
Oceania,,1997,17,1,2,1
Oceania,,1998,17,1,2,1
Oceania,,1999,18,1,2,1
Oceania,,2000,18,1,3,1
Oceania,,2001,18,1,3,1
Oceania,,2002,19,1,3,1
Oceania,,2003,20,1,3,1
Oceania,,2004,20,1,3,1
Oceania,,2005,20,1,3,1
Oceania,,2006,21,1,3,1
Oceania,,2007,21,1,3,1
Oceania,,2008,22,1,3,1
Oceania,,2009,22,1,3,1
Oceania,,2010,24,1,3,1
Oceania,,2011,25,1,3,1
Oceania,,2012,25,1,4,1
Oceania,,2013,26,2,4,1
Oceania,,2014,27,2,4,1
Oceania,,2015,29,2,4,1
Oceania,,2016,29,2,4,2
Oceania,,2017,31,2,4,2
Oceania,,2018,32,2,5,2
Oceania,,2019,33,2,5,2
Oman,OMN,1990,3,0,0,0
Oman,OMN,1991,3,0,0,0
Oman,OMN,1992,3,0,0,0
Oman,OMN,1993,3,0,0,0
Oman,OMN,1994,3,0,1,0
Oman,OMN,1995,4,0,1,0
Oman,OMN,1996,4,0,1,0
Oman,OMN,1997,4,0,1,0
Oman,OMN,1998,4,0,1,0
Oman,OMN,1999,5,0,1,0
Oman,OMN,2000,5,0,1,0
Oman,OMN,2001,5,0,1,0
Oman,OMN,2002,5,0,1,0
Oman,OMN,2003,6,1,1,0
Oman,OMN,2004,5,1,1,0
Oman,OMN,2005,5,1,1,0
Oman,OMN,2006,6,1,1,0
Oman,OMN,2007,7,1,1,0
Oman,OMN,2008,8,1,1,0
Oman,OMN,2009,8,1,2,0
Oman,OMN,2010,8,1,2,0
Oman,OMN,2011,10,1,2,1
Oman,OMN,2012,11,1,2,1
Oman,OMN,2013,11,1,2,1
Oman,OMN,2014,11,1,2,1
Oman,OMN,2015,11,1,2,1
Oman,OMN,2016,11,1,2,1
Oman,OMN,2017,12,1,2,1
Oman,OMN,2018,12,1,2,1
Oman,OMN,2019,12,1,2,1
Pakistan,PAK,1990,200,10,32,6
Pakistan,PAK,1991,210,10,34,7
Pakistan,PAK,1992,222,11,36,7
Pakistan,PAK,1993,233,12,38,8
Pakistan,PAK,1994,248,13,41,8
Pakistan,PAK,1995,268,14,45,9
Pakistan,PAK,1996,284,15,49,10
Pakistan,PAK,1997,300,16,53,11
Pakistan,PAK,1998,313,17,56,11
Pakistan,PAK,1999,328,18,60,12
Pakistan,PAK,2000,345,19,65,13
Pakistan,PAK,2001,365,21,70,13
Pakistan,PAK,2002,395,23,76,15
Pakistan,PAK,2003,431,26,84,17
Pakistan,PAK,2004,469,29,92,19
Pakistan,PAK,2005,500,31,99,20
Pakistan,PAK,2006,520,33,104,21
Pakistan,PAK,2007,537,35,108,22
Pakistan,PAK,2008,560,36,114,24
Pakistan,PAK,2009,580,38,120,25
Pakistan,PAK,2010,599,40,125,26
Pakistan,PAK,2011,610,41,127,26
Pakistan,PAK,2012,622,42,131,27
Pakistan,PAK,2013,641,44,139,28
Pakistan,PAK,2014,648,44,142,29
Pakistan,PAK,2015,646,44,144,29
Pakistan,PAK,2016,647,44,146,29
Pakistan,PAK,2017,640,43,147,28
Pakistan,PAK,2018,639,43,149,28
Pakistan,PAK,2019,643,44,152,29
Palau,PLW,1990,0,0,0,0
Palau,PLW,1991,0,0,0,0
Palau,PLW,1992,0,0,0,0
Palau,PLW,1993,0,0,0,0
Palau,PLW,1994,0,0,0,0
Palau,PLW,1995,0,0,0,0
Palau,PLW,1996,0,0,0,0
Palau,PLW,1997,0,0,0,0
Palau,PLW,1998,0,0,0,0
Palau,PLW,1999,0,0,0,0
Palau,PLW,2000,0,0,0,0
Palau,PLW,2001,0,0,0,0
Palau,PLW,2002,0,0,0,0
Palau,PLW,2003,0,0,0,0
Palau,PLW,2004,0,0,0,0
Palau,PLW,2005,0,0,0,0
Palau,PLW,2006,0,0,0,0
Palau,PLW,2007,0,0,0,0
Palau,PLW,2008,0,0,0,0
Palau,PLW,2009,0,0,0,0
Palau,PLW,2010,0,0,0,0
Palau,PLW,2011,0,0,0,0
Palau,PLW,2012,0,0,0,0
Palau,PLW,2013,0,0,0,0
Palau,PLW,2014,0,0,0,0
Palau,PLW,2015,0,0,0,0
Palau,PLW,2016,0,0,0,0
Palau,PLW,2017,0,0,0,0
Palau,PLW,2018,0,0,0,0
Palau,PLW,2019,0,0,0,0
Palestine,PSE,1990,1,0,0,0
Palestine,PSE,1991,1,0,0,0
Palestine,PSE,1992,1,0,0,0
Palestine,PSE,1993,1,0,0,0
Palestine,PSE,1994,1,0,0,0
Palestine,PSE,1995,2,0,0,0
Palestine,PSE,1996,2,0,1,0
Palestine,PSE,1997,2,0,1,0
Palestine,PSE,1998,2,0,1,0
Palestine,PSE,1999,2,0,1,0
Palestine,PSE,2000,2,0,1,0
Palestine,PSE,2001,2,0,1,0
Palestine,PSE,2002,2,0,1,0
Palestine,PSE,2003,2,0,1,0
Palestine,PSE,2004,2,0,1,0
Palestine,PSE,2005,2,0,1,0
Palestine,PSE,2006,2,0,1,0
Palestine,PSE,2007,2,0,1,0
Palestine,PSE,2008,2,0,1,0
Palestine,PSE,2009,2,0,1,0
Palestine,PSE,2010,2,0,1,0
Palestine,PSE,2011,3,0,1,0
Palestine,PSE,2012,3,0,1,0
Palestine,PSE,2013,4,0,1,0
Palestine,PSE,2014,4,0,1,0
Palestine,PSE,2015,4,0,2,0
Palestine,PSE,2016,4,0,2,0
Palestine,PSE,2017,4,0,2,0
Palestine,PSE,2018,5,0,2,0
Palestine,PSE,2019,5,0,2,0
Panama,PAN,1990,1,2,0,0
Panama,PAN,1991,1,2,0,0
Panama,PAN,1992,1,2,0,0
Panama,PAN,1993,1,2,0,0
Panama,PAN,1994,1,2,1,0
Panama,PAN,1995,1,3,1,0
Panama,PAN,1996,1,3,1,0
Panama,PAN,1997,1,3,1,0
Panama,PAN,1998,1,5,1,1
Panama,PAN,1999,2,6,1,1
Panama,PAN,2000,2,7,2,1
Panama,PAN,2001,2,8,2,1
Panama,PAN,2002,3,8,2,1
Panama,PAN,2003,3,8,2,1
Panama,PAN,2004,3,8,2,1
Panama,PAN,2005,3,7,2,1
Panama,PAN,2006,4,8,3,1
Panama,PAN,2007,3,7,3,1
Panama,PAN,2008,3,6,3,1
Panama,PAN,2009,3,6,3,1
Panama,PAN,2010,3,6,3,1
Panama,PAN,2011,3,6,3,1
Panama,PAN,2012,3,6,3,1
Panama,PAN,2013,3,6,3,1
Panama,PAN,2014,3,6,3,1
Panama,PAN,2015,3,6,3,1
Panama,PAN,2016,3,7,3,1
Panama,PAN,2017,4,8,3,1
Panama,PAN,2018,4,9,4,1
Panama,PAN,2019,4,9,4,1
Papua New Guinea,PNG,1990,7,0,1,0
Papua New Guinea,PNG,1991,7,0,1,0
Papua New Guinea,PNG,1992,8,0,1,0
Papua New Guinea,PNG,1993,8,0,1,0
Papua New Guinea,PNG,1994,8,0,1,0
Papua New Guinea,PNG,1995,8,0,1,0
Papua New Guinea,PNG,1996,9,0,1,0
Papua New Guinea,PNG,1997,9,0,1,0
Papua New Guinea,PNG,1998,9,0,1,0
Papua New Guinea,PNG,1999,10,0,1,0
Papua New Guinea,PNG,2000,10,0,1,0
Papua New Guinea,PNG,2001,10,0,1,0
Papua New Guinea,PNG,2002,10,0,1,0
Papua New Guinea,PNG,2003,10,0,1,0
Papua New Guinea,PNG,2004,11,0,1,0
Papua New Guinea,PNG,2005,11,1,1,0
Papua New Guinea,PNG,2006,12,1,1,0
Papua New Guinea,PNG,2007,12,1,1,0
Papua New Guinea,PNG,2008,13,1,2,0
Papua New Guinea,PNG,2009,13,1,2,0
Papua New Guinea,PNG,2010,14,1,2,0
Papua New Guinea,PNG,2011,15,1,2,1
Papua New Guinea,PNG,2012,15,1,2,1
Papua New Guinea,PNG,2013,16,1,2,1
Papua New Guinea,PNG,2014,16,1,2,1
Papua New Guinea,PNG,2015,18,1,2,1
Papua New Guinea,PNG,2016,18,1,2,1
Papua New Guinea,PNG,2017,19,1,2,1
Papua New Guinea,PNG,2018,20,1,2,1
Papua New Guinea,PNG,2019,21,1,3,1
Paraguay,PRY,1990,1,1,1,0
Paraguay,PRY,1991,1,1,1,0
Paraguay,PRY,1992,1,1,1,0
Paraguay,PRY,1993,1,1,1,0
Paraguay,PRY,1994,1,1,1,0
Paraguay,PRY,1995,1,1,1,0
Paraguay,PRY,1996,1,1,1,0
Paraguay,PRY,1997,1,1,1,0
Paraguay,PRY,1998,2,1,1,0
Paraguay,PRY,1999,2,1,1,0
Paraguay,PRY,2000,2,1,2,0
Paraguay,PRY,2001,2,1,2,0
Paraguay,PRY,2002,2,1,2,0
Paraguay,PRY,2003,2,2,2,0
Paraguay,PRY,2004,2,2,2,0
Paraguay,PRY,2005,2,2,2,0
Paraguay,PRY,2006,2,2,2,0
Paraguay,PRY,2007,3,2,2,0
Paraguay,PRY,2008,3,2,2,0
Paraguay,PRY,2009,3,2,2,0
Paraguay,PRY,2010,3,3,2,0
Paraguay,PRY,2011,3,3,2,0
Paraguay,PRY,2012,3,3,2,1
Paraguay,PRY,2013,4,4,3,1
Paraguay,PRY,2014,4,4,3,1
Paraguay,PRY,2015,4,4,3,1
Paraguay,PRY,2016,4,5,3,1
Paraguay,PRY,2017,4,5,3,1
Paraguay,PRY,2018,5,5,4,1
Paraguay,PRY,2019,5,6,4,1
Peru,PER,1990,16,32,21,4
Peru,PER,1991,15,30,21,4
Peru,PER,1992,17,34,24,5
Peru,PER,1993,18,36,26,5
Peru,PER,1994,20,38,29,5
Peru,PER,1995,21,41,31,6
